                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.71626,                0.49501,                 1.1341,                 0.8883,                 0.8735,                0.91394,                0.69054,                0.99866,                0.63344,                 1.4162,              5.644e-05,              5.644e-05,              5.644e-05
                     47,                0.70697,                0.48778,                 1.1267,                0.91795,                0.84966,                 0.9206,                0.68327,                  1.007,                0.60429,                 1.4123,              5.545e-05,              5.545e-05,              5.545e-05
                     48,                 0.7054,                0.47783,                 1.1202,                0.90099,                0.87901,                0.92227,                 0.6918,                 1.0066,                0.62196,                 1.4123,              5.446e-05,              5.446e-05,              5.446e-05
                     49,                 0.7083,                0.48678,                 1.1246,                0.91823,                0.87563,                 0.9248,                0.69688,                0.99315,                0.59876,                  1.403,              5.347e-05,              5.347e-05,              5.347e-05
                     50,                 0.6976,                0.47745,                 1.1152,                0.91291,                0.88143,                 0.9247,                 0.6892,                 1.0038,                0.60108,                 1.4135,              5.248e-05,              5.248e-05,              5.248e-05
                     51,                 0.6994,                0.46938,                 1.1178,                0.90678,                0.87519,                0.92379,                0.68635,                0.99792,                0.60276,                 1.4174,              5.149e-05,              5.149e-05,              5.149e-05
                     52,                0.68525,                0.46918,                 1.1168,                0.89932,                0.87692,                0.92002,                0.68862,                  1.003,                0.61067,                 1.4252,               5.05e-05,               5.05e-05,               5.05e-05
                     53,                0.68904,                0.46144,                 1.1154,                 0.9222,                0.86303,                0.91943,                0.68625,                 1.0084,                0.60176,                 1.4319,              4.951e-05,              4.951e-05,              4.951e-05
                     54,                0.67745,                0.46589,                 1.1114,                0.90132,                0.89266,                0.92429,                0.69922,                0.99491,                0.59232,                 1.4252,              4.852e-05,              4.852e-05,              4.852e-05
                     55,                0.67738,                0.45767,                 1.1113,                0.93757,                0.86074,                0.92806,                0.69938,                 1.0098,                0.58516,                  1.438,              4.753e-05,              4.753e-05,              4.753e-05
                     56,                0.67268,                0.45317,                 1.1079,                0.91879,                0.87595,                 0.9279,                0.69508,                 1.0177,                0.61166,                 1.4433,              4.654e-05,              4.654e-05,              4.654e-05
                     57,                0.67307,                0.44041,                 1.1071,                0.90408,                0.89163,                0.92587,                0.68789,                 1.0174,                0.60365,                  1.442,              4.555e-05,              4.555e-05,              4.555e-05
                     58,                0.66355,                0.44894,                 1.1038,                0.89751,                0.88623,                0.92536,                0.69817,                 1.0011,                0.61185,                  1.426,              4.456e-05,              4.456e-05,              4.456e-05
                     59,                0.66074,                 0.4405,                 1.0993,                0.88578,                0.89691,                0.92526,                 0.6978,                 1.0007,                 0.6108,                 1.4356,              4.357e-05,              4.357e-05,              4.357e-05
                     60,                0.66549,                0.44382,                 1.1006,                0.89732,                0.87607,                0.92379,                0.69799,                 1.0127,                0.61241,                 1.4473,              4.258e-05,              4.258e-05,              4.258e-05
                     61,                0.66206,                0.44148,                 1.1052,                0.91713,                0.88287,                0.92561,                 0.6946,                 1.0174,                0.60757,                 1.4485,              4.159e-05,              4.159e-05,              4.159e-05
                     62,                0.65363,                0.43245,                 1.0972,                0.90335,                0.87722,                 0.9239,                0.69637,                 1.0217,                0.61669,                 1.4525,               4.06e-05,               4.06e-05,               4.06e-05
                     63,                 0.6547,                0.43091,                 1.0978,                0.91449,                0.87292,                0.92377,                0.69361,                 1.0253,                 0.6054,                 1.4538,              3.961e-05,              3.961e-05,              3.961e-05
                     64,                0.65676,                0.43656,                 1.1026,                0.88081,                0.89555,                0.92174,                0.69477,                 1.0246,                0.61032,                 1.4663,              3.862e-05,              3.862e-05,              3.862e-05
                     65,                0.64956,                0.43184,                 1.0947,                0.91092,                0.86826,                0.92038,                0.68798,                 1.0341,                0.60701,                 1.4811,              3.763e-05,              3.763e-05,              3.763e-05
                     66,                0.64008,                0.42682,                 1.0881,                 0.9121,                  0.872,                 0.9245,                0.69344,                 1.0269,                0.60749,                 1.4796,              3.664e-05,              3.664e-05,              3.664e-05
                     67,                0.64257,                0.42516,                  1.095,                0.88602,                0.89277,                0.92083,                0.69801,                 1.0271,                0.59226,                 1.5037,              3.565e-05,              3.565e-05,              3.565e-05
